id;full_name;age;gender
636;Марков Юлий Бориславович;61;М
637;Антонина Оскаровна Антонова;49;Ж
638;Мясников Флорентин Жанович;48;М
639;Блинова Василиса Борисовна;34;Ж
640;Аполлинарий Богданович Буров;50;М
641;Носов Иларион Гордеевич;60;М
642;Сергеев Фортунат Жанович;62;М
643;Пономарева Нонна Макаровна;36;Ж
644;Игорь Юльевич Макаров;26;М
645;Сазонов Творимир Бориславович;36;М
646;Карпов Тимофей Виленович;49;М
647;Галина Кузьминична Большакова;46;Ж
648;Тамара Геннадиевна Мишина;32;Ж
649;Галина Федоровна Борисова;37;Ж
650;Карпов Никита Жоресович;44;М
651;Попова Алла Константиновна;46;Ж
652;Самойлова Виктория Геннадьевна;40;Ж
653;Фролова Прасковья Алексеевна;63;Ж
654;Алла Тарасовна Сергеева;53;Ж
655;Лапин Агап Даниилович;42;М
656;Карпова Марина Вадимовна;30;Ж
657;Вениамин Харлампьевич Антонов;35;М
658;Дементьев Савватий Алексеевич;58;М
659;Парфен Теймуразович Суханов;61;М
660;Симонов Ираклий Борисович;39;М
661;Никанор Демидович Кулагин;43;М
662;Гаврила Валерьянович Денисов;28;М
663;Ананий Аксёнович Власов;38;М
664;Михей Феоктистович Беляков;35;М
665;Павлова Ксения Аркадьевна;29;Ж
666;Андроник Феоктистович Дьячков;35;М
667;Вацлав Дмитриевич Николаев;50;М
668;Жанна Георгиевна Евсеева;33;Ж
669;Суханов Софон Фадеевич;27;М
670;Зуев Гордей Эдгарович;38;М
671;Савва Игоревич Быков;42;М
672;Шилова Виктория Михайловна;61;Ж
673;Милица Филипповна Соловьева;50;Ж
674;Суханов Любомир Трифонович;38;М
675;Давыдов Григорий Тихонович;39;М
676;Лебедева Вероника Вячеславовна;27;Ж
677;Капустина Алина Алексеевна;42;Ж
678;Екатерина Харитоновна Кудряшова;36;Ж
679;Дементьев Вадим Вилорович;37;М
680;Алина Валентиновна Ситникова;44;Ж
681;Молчанова Наина Натановна;45;Ж
682;Медведева Олимпиада Львовна;44;Ж
683;Осип Валерианович Макаров;38;М
684;Фёкла Валериевна Захарова;54;Ж
685;Кононов Милован Аверьянович;60;М
686;Майя Тарасовна Савина;44;Ж
687;Силин Панфил Харламович;28;М
688;Чернов Поликарп Адамович;36;М
689;Никонов Трофим Эдуардович;37;М
690;Надежда Георгиевна Копылова;62;Ж
691;Лукия Архиповна Третьякова;37;Ж
692;Иванна Федоровна Воробьева;46;Ж
693;Юлия Натановна Орлова;34;Ж
694;Ксения Леоновна Лукина;26;Ж
695;Станислав Дмитриевич Щукин;29;М
696;Нонна Ждановна Горшкова;29;Ж
697;Рюрик Тимурович Суханов;39;М
698;Родионов Мартьян Чеславович;56;М
699;Волков Агафон Всеволодович;52;М
700;Игнатий Эдуардович Коновалов;50;М
701;Фёкла Харитоновна Котова;56;Ж
702;Анатолий Васильевич Кудрявцев;52;М
703;Михайлов Аким Данилович;56;М
704;Маслов Андрей Тарасович;32;М
705;Горбунов Януарий Владиленович;36;М
706;Зоя Васильевна Крылова;28;Ж
707;Киселева Евдокия Станиславовна;43;Ж
708;Зинаида Львовна Маркова;65;Ж
709;Филиппов Кондратий Ефимович;39;М
710;Захаров Боян Яковлевич;51;М
711;Ангелина Харитоновна Орлова;34;Ж
712;Гурий Ефремович Фомичев;60;М
713;Анастасия Ефимовна Егорова;46;Ж
714;Ираида Захаровна Самойлова;40;Ж
715;Артемий Чеславович Ефремов;49;М
716;Павлов Михей Ефимьевич;26;М
717;Щукин Парамон Терентьевич;45;М
718;Макар Феодосьевич Богданов;26;М
719;Константин Ермилович Соловьев;53;М
720;Татьяна Федоровна Дорофеева;51;Ж
721;Евдокия Ниловна Костина;51;Ж
722;Любосмысл Ярославович Белоусов;49;М
723;Воробьева Алина Андреевна;51;Ж
724;Евфросиния Ивановна Смирнова;35;Ж
725;Миронова Ирина Филипповна;48;Ж
726;Миронова Валентина Тимуровна;45;Ж
727;Гришин Сильвестр Евсеевич;30;М
728;Самсонов Наркис Федосьевич;55;М
729;Глафира Романовна Турова;44;Ж
730;Шарапова Татьяна Леонидовна;53;Ж
731;Людмила Геннадьевна Зимина;53;Ж
732;Остромир Теймуразович Попов;34;М
733;Вацлав Глебович Данилов;27;М
734;Дорофеева Акулина Тарасовна;31;Ж
735;Евдокия Григорьевна Хохлова;34;Ж
736;Гедеон Феодосьевич Князев;65;М
737;Алексеев Глеб Фролович;53;М
738;Колобова Иванна Сергеевна;37;Ж
739;Антонина Дмитриевна Аксенова;58;Ж
740;Изяслав Жанович Виноградов;37;М
741;Сазонов Наум Фокич;50;М
742;Милица Геннадиевна Дмитриева;65;Ж
743;Федоров Лучезар Аверьянович;29;М
744;Лев Гордеевич Соболев;64;М
745;Эмилия Мироновна Новикова;52;Ж
